name,gene,uniprot,location,origin,lr_type
AF-Q13296-F1-model_v4,SCGB2A2,Q13296,Secreted,u,ligand
AF-Q13303-F1-model_v4,KCNAB2,Q13303,"Cytoplasm;Membrane;Cell membrane;Cell projection, axon;Synapse, synaptosome;Cytoplasm, cytoskeleton",u,receptor
AF-Q13304-F1-model_v4,GPR17,Q13304,Cell membrane,u,receptor
AF-Q13308-F1-model_v4,PTK7,Q13308,Membrane;Cell junction,c,receptor
AF-Q13316-F1-model_v4,DMP1,Q13316,"Nucleus;Cytoplasm;Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q13319-F1-model_v4,CDK5R2,Q13319,Cell membrane,u,receptor
AF-Q13324-F1-model_v4,CRHR2,Q13324,Cell membrane,c,receptor
AF-Q13325-F1-model_v4,IFIT5,Q13325,"Cell projection, ruffle membrane",u,receptor
AF-Q13326-F1-model_v4,SGCG,Q13326,"Cell membrane, sarcolemma;Cytoplasm, cytoskeleton",u,receptor
AF-Q13332-F1-model_v4,PTPRS,Q13332,"Cell membrane;Cell projection, axon;Perikaryon;Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane;Synapse, synaptosome;Postsynaptic density;Cell projection, neuron projection;Cell projection, growth cone",c,receptor
AF-Q13336-F1-model_v4,SLC14A1,Q13336,Cell membrane;Basolateral cell membrane,u,receptor
AF-Q13349-F1-model_v4,ITGAD,Q13349,Membrane,c,receptor
AF-Q13352-F1-model_v4,ITGB3BP,Q13352,"Nucleus;Chromosome, centromere;Chromosome, centromere, kinetochore;Nucleus;Nucleus;Cytoplasm;Cytoplasm",c,ligand
AF-Q13361-F1-model_v4,MFAP5,Q13361,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q13370-F1-model_v4,PDE3B,Q13370,Membrane,u,receptor
AF-Q13371-F1-model_v4,PDCL,Q13371,"Cell projection, cilium",u,receptor
AF-Q13393-F1-model_v4,PLD1,Q13393,"Cytoplasm, perinuclear region;Endoplasmic reticulum membrane;Golgi apparatus membrane;Late endosome membrane",c,receptor
AF-Q13402-F1-model_v4,MYO7A,Q13402,"Cytoplasm;Cytoplasm, cell cortex;Cytoplasm, cytoskeleton;Synapse",u,receptor
AF-Q13410-F1-model_v4,BTN1A1,Q13410,Membrane;Secreted,u,ligand
AF-Q13418-F1-model_v4,ILK,Q13418,"Cell junction, focal adhesion;Cell membrane;Cell projection, lamellipodium;Cytoplasm, myofibril, sarcomere",u,receptor
AF-Q13421-F1-model_v4,MSLN,Q13421,Cell membrane;Golgi apparatus;Secreted;Secreted,u,ligand
AF-Q13424-F1-model_v4,SNTA1,Q13424,"Cell membrane, sarcolemma;Cell junction;Cytoplasm, cytoskeleton",u,receptor
AF-Q13425-F1-model_v4,SNTB2,Q13425,"Membrane;Cytoplasmic vesicle, secretory vesicle membrane;Cell junction;Cytoplasm, cytoskeleton",u,receptor
AF-Q13433-F1-model_v4,SLC39A6,Q13433,Cell membrane,u,receptor
AF-Q13442-F1-model_v4,PDAP1,Q13442,-,c,ligand
AF-Q13443-F1-model_v4,ADAM9,Q13443,Cell membrane;Secreted,c,ligand
AF-Q13444-F1-model_v4,ADAM15,Q13444,"Endomembrane system;Cell junction, adherens junction;Cell projection, cilium, flagellum;Cytoplasmic vesicle, secretory vesicle, acrosome",c,ligand
AF-Q13445-F1-model_v4,TMED1,Q13445,"Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus, cis-Golgi network membrane;Endoplasmic reticulum-Golgi intermediate compartment membrane",u,receptor
AF-Q13449-F1-model_v4,LSAMP,Q13449,Cell membrane,u,receptor
AF-Q13464-F1-model_v4,ROCK1,Q13464,"Cytoplasm;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole;Golgi apparatus membrane;Cell projection, bleb;Cytoplasm, cytoskeleton;Cell membrane;Cell projection, lamellipodium;Cell projection, ruffle",u,receptor
AF-Q13467-F1-model_v4,FZD5,Q13467,"Cell membrane;Golgi apparatus membrane;Synapse;Perikaryon;Cell projection, dendrite;Cell projection, axon",c,receptor
AF-Q13470-F1-model_v4,TNK1,Q13470,Cytoplasm;Membrane,u,receptor
AF-Q13474-F1-model_v4,DRP2,Q13474,"Postsynaptic density;Cell projection, dendrite;Perikaryon;Cell membrane",u,receptor
AF-Q13477-F1-model_v4,MADCAM1,Q13477,Membrane,c,ligand
AF-Q13478-F1-model_v4,IL18R1,Q13478,Membrane,c,receptor
AF-Q13488-F1-model_v4,TCIRG1,Q13488,Membrane,u,receptor
AF-Q13491-F1-model_v4,GPM6B,Q13491,Cell membrane,u,receptor
AF-Q13492-F1-model_v4,PICALM,Q13492,"Cell membrane;Membrane, clathrin-coated pit;Golgi apparatus;Cytoplasmic vesicle, clathrin-coated vesicle;Nucleus",u,receptor
AF-Q13496-F1-model_v4,MTM1,Q13496,"Cytoplasm;Cell membrane;Cell projection, filopodium;Cell projection, ruffle;Late endosome;Cytoplasm, myofibril, sarcomere",u,receptor
AF-Q13505-F1-model_v4,MTX1,Q13505,Membrane;Mitochondrion outer membrane,u,receptor
AF-Q13507-F1-model_v4,TRPC3,Q13507,Cell membrane,c,receptor
AF-Q13508-F1-model_v4,ART3,Q13508,Cell membrane,u,receptor
AF-Q13509-F1-model_v4,TUBB3,Q13509,"Cytoplasm, cytoskeleton;Cell projection, growth cone;Cell projection, lamellipodium;Cell projection, filopodium",u,receptor
AF-Q13510-F1-model_v4,ASAH1,Q13510,Lysosome;Secreted;Nucleus;Cytoplasm,u,ligand
AF-Q13515-F1-model_v4,BFSP2,Q13515,"Cell membrane;Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasm, cell cortex",u,receptor
AF-Q13519-F1-model_v4,PNOC,Q13519,Secreted,c,ligand
AF-Q13520-F1-model_v4,AQP6,Q13520,Cytoplasmic vesicle membrane,c,receptor
AF-Q13530-F1-model_v4,SERINC3,Q13530,"Cell membrane;Golgi apparatus membrane;Cytoplasm, perinuclear region",u,receptor
AF-Q13546-F1-model_v4,RIPK1,Q13546,Cytoplasm;Cell membrane,c,receptor
AF-Q13554-F1-model_v4,CAMK2B,Q13554,"Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Sarcoplasmic reticulum membrane;Synapse",u,receptor
AF-Q13557-F1-model_v4,CAMK2D,Q13557,"Cell membrane, sarcolemma;Sarcoplasmic reticulum membrane",u,receptor
AF-Q13561-F1-model_v4,DCTN2,Q13561,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Membrane",u,receptor
AF-Q13563-F1-model_v4,PKD2,Q13563,"Cell projection, cilium membrane;Endoplasmic reticulum membrane;Cell membrane;Basolateral cell membrane;Cytoplasmic vesicle membrane;Golgi apparatus",u,receptor
AF-Q13564-F1-model_v4,NAE1,Q13564,Cell membrane,u,receptor
AF-Q13574-F1-model_v4,DGKZ,Q13574,"Nucleus;Cytoplasm, cytosol;Cell membrane;Cell projection, lamellipodium",u,receptor
AF-Q13585-F1-model_v4,GPR50,Q13585,Cell membrane,u,receptor
AF-Q13586-F1-model_v4,STIM1,Q13586,"Cell membrane;Endoplasmic reticulum membrane;Cytoplasm, cytoskeleton;Sarcoplasmic reticulum",u,receptor
AF-Q13588-F1-model_v4,GRAP,Q13588,Membrane;Synapse,u,receptor
AF-Q13591-F1-model_v4,SEMA5A,Q13591,Membrane,c,ligand
AF-Q13596-F1-model_v4,SNX1,Q13596,"Endosome membrane;Golgi apparatus, trans-Golgi network membrane;Early endosome membrane;Cell projection, lamellipodium",u,receptor
AF-Q13606-F1-model_v4,OR5I1,Q13606,Cell membrane,u,receptor
AF-Q13607-F1-model_v4,OR2F1,Q13607,Cell membrane,u,receptor
AF-Q13609-F1-model_v4,DNASE1L3,Q13609,Nucleus;Endoplasmic reticulum;Secreted,u,ligand
AF-Q13613-F1-model_v4,MTMR1,Q13613,Cell membrane;Cytoplasm,u,receptor
AF-Q13614-F1-model_v4,MTMR2,Q13614,"Cytoplasm;Early endosome membrane;Cytoplasm, perinuclear region;Cell projection, axon;Endosome membrane",u,receptor
AF-Q13615-F1-model_v4,MTMR3,Q13615,Cytoplasm;Membrane,u,receptor
AF-Q13621-F1-model_v4,SLC12A1,Q13621,Apical cell membrane,u,receptor
AF-Q13634-F1-model_v4,CDH18,Q13634,Cell membrane,u,receptor
AF-Q13635-F1-model_v4,PTCH1,Q13635,Cell membrane,c,receptor
AF-Q13639-F1-model_v4,HTR4,Q13639,Cell membrane;Endosome,c,receptor
AF-Q13641-F1-model_v4,TPBG,Q13641,Cell membrane,u,receptor
AF-Q13651-F1-model_v4,IL10RA,Q13651,Cell membrane;Cytoplasm,c,receptor
AF-Q13671-F1-model_v4,RIN1,Q13671,"Cytoplasm;Membrane;Cytoplasm, cytoskeleton",u,receptor
AF-Q13683-F1-model_v4,ITGA7,Q13683,Membrane,c,receptor
AF-Q13685-F1-model_v4,AAMP,Q13685,Cell membrane;Cytoplasm,u,receptor
AF-Q13698-F1-model_v4,CACNA1S,Q13698,"Cell membrane, sarcolemma, T-tubule",u,receptor
AF-Q13702-F1-model_v4,RAPSN,Q13702,"Cell membrane;Postsynaptic cell membrane;Cytoplasm, cytoskeleton",u,receptor
AF-Q13705-F1-model_v4,ACVR2B,Q13705,Cell membrane,c,receptor
AF-Q13733-F1-model_v4,ATP1A4,Q13733,Cell membrane,u,receptor
AF-Q13740-F1-model_v4,ALCAM,Q13740,"Cell membrane;Cell projection, axon;Cell projection, dendrite;Secreted",c,receptor
AF-Q13751-F1-model_v4,LAMB3,Q13751,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q13753-F1-model_v4,LAMC2,Q13753,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q13790-F1-model_v4,APOF,Q13790,Secreted,u,ligand
AF-Q13796-F1-model_v4,SHROOM2,Q13796,"Apical cell membrane;Cell junction, tight junction;Cytoplasm, cytoskeleton",u,receptor
AF-Q13797-F1-model_v4,ITGA9,Q13797,Membrane,c,receptor
AF-Q13813-F1-model_v4,SPTAN1,Q13813,"Cytoplasm, cytoskeleton;Cytoplasm, cell cortex",c,ligand
AF-Q13822-F1-model_v4,ENPP2,Q13822,Secreted,u,ligand
AF-Q13873-F1-model_v4,BMPR2,Q13873,Cell membrane,c,receptor
AF-Q13882-F1-model_v4,PTK6,Q13882,"Cytoplasm;Nucleus;Cell projection, ruffle;Membrane",u,receptor
AF-Q13884-F1-model_v4,SNTB1,Q13884,"Cell membrane, sarcolemma;Cell junction;Cytoplasm, cytoskeleton",u,receptor
AF-Q13936-F1-model_v4,CACNA1C,Q13936,"Cell membrane;Cell membrane, sarcolemma;Perikaryon;Postsynaptic density membrane;Cell projection, dendrite;Cell membrane, sarcolemma, T-tubule",c,receptor
AF-Q14002-F1-model_v4,CEACAM7,Q14002,Cell membrane;Apical cell membrane,u,receptor
AF-Q14003-F1-model_v4,KCNC3,Q14003,"Cell membrane;Presynaptic cell membrane;Perikaryon;Cell projection, axon;Cell projection, dendrite;Cell projection, dendritic spine membrane;Cytoplasm, cell cortex;Cytoplasm, cytoskeleton",u,receptor
AF-Q14005-F1-model_v4,IL16,Q14005,Secreted;Cytoplasm;Cytoplasm;Nucleus,c,ligand
AF-Q14028-F1-model_v4,CNGB1,Q14028,Membrane,u,receptor
AF-Q14031-F1-model_v4,COL4A6,Q14031,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q14050-F1-model_v4,COL9A3,Q14050,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q14055-F1-model_v4,COL9A2,Q14055,"Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q14088-F1-model_v4,RAB33A,Q14088,Cell membrane,u,receptor
AF-Q14112-F1-model_v4,NID2,Q14112,"Secreted, extracellular space, extracellular matrix, basement membrane",c,ligand
AF-Q14114-F1-model_v4,LRP8,Q14114,Cell membrane;Secreted,c,receptor
AF-Q14116-F1-model_v4,IL18,Q14116,Cytoplasm;Secreted,c,ligand
AF-Q14118-F1-model_v4,DAG1,Q14118,"Secreted, extracellular space;Cell membrane;Cytoplasm, cytoskeleton;Nucleus, nucleoplasm;Cell membrane, sarcolemma;Postsynaptic cell membrane",u,ligand
AF-Q14123-F1-model_v4,PDE1C,Q14123,Lysosome,c,receptor
AF-Q14126-F1-model_v4,DSG2,Q14126,"Cell membrane;Cell junction, desmosome",c,receptor
AF-Q14155-F1-model_v4,ARHGEF7,Q14155,"Cell junction, focal adhesion;Cell projection, ruffle;Cytoplasm, cell cortex;Cell projection, lamellipodium",u,receptor
AF-Q14156-F1-model_v4,EFR3A,Q14156,"Cell membrane;Cytoplasm, cytosol",u,receptor
AF-Q14160-F1-model_v4,SCRIB,Q14160,"Cell membrane;Cell junction;Cell junction, adherens junction;Cell projection, lamellipodium;Cytoplasm;Postsynapse;Presynapse",u,receptor
AF-Q14162-F1-model_v4,SCARF1,Q14162,Membrane,c,receptor
AF-Q14168-F1-model_v4,MPP2,Q14168,"Cytoplasm, cytoskeleton;Membrane;Cell projection, dendrite;Postsynaptic density",u,receptor
AF-Q14184-F1-model_v4,DOC2B,Q14184,Cytoplasm;Cytoplasmic granule;Cell membrane,u,receptor
AF-Q14185-F1-model_v4,DOCK1,Q14185,Cytoplasm;Membrane,u,receptor
AF-Q14194-F1-model_v4,CRMP1,Q14194,"Cytoplasm;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle;Cell projection, growth cone;Cytoplasm, cytoskeleton;Perikaryon",u,receptor
AF-Q14195-F1-model_v4,DPYSL3,Q14195,"Cytoplasm;Cell projection, growth cone",u,receptor
AF-Q14210-F1-model_v4,LY6D,Q14210,Cell membrane,u,receptor
AF-Q14213-F1-model_v4,EBI3,Q14213,Secreted,c,ligand
AF-Q14242-F1-model_v4,SELPLG,Q14242,Membrane,c,ligand
AF-Q14244-F1-model_v4,MAP7,Q14244,"Cytoplasm, perinuclear region;Basolateral cell membrane;Cytoplasm, cytoskeleton",u,receptor
AF-Q14246-F1-model_v4,ADGRE1,Q14246,Cell membrane,u,receptor
AF-Q14247-F1-model_v4,CTTN,Q14247,"Cytoplasm, cytoskeleton;Cell projection, lamellipodium;Cell projection, ruffle;Cell projection, dendrite;Cell projection;Cell membrane;Cell projection, podosome;Cell junction;Cell junction, focal adhesion;Membrane, clathrin-coated pit;Cell projection, dendritic spine;Cytoplasm, cell cortex;Endoplasmic reticulum",u,receptor
AF-Q14254-F1-model_v4,FLOT2,Q14254,"Cell membrane;Membrane, caveola;Endosome;Membrane",u,receptor
AF-Q14289-F1-model_v4,PTK2B,Q14289,"Cytoplasm;Cytoplasm, perinuclear region;Cell membrane;Cell junction, focal adhesion;Cell projection, lamellipodium;Cytoplasm, cell cortex;Nucleus",u,receptor
AF-Q14314-F1-model_v4,FGL2,Q14314,Secreted,u,ligand
AF-Q14315-F1-model_v4,FLNC,Q14315,"Cytoplasm;Membrane;Cytoplasm, cytoskeleton;Cytoplasm, myofibril, sarcomere, Z line",u,receptor
AF-Q14330-F1-model_v4,GPR18,Q14330,Cell membrane;Cytoplasmic vesicle membrane,u,receptor
AF-Q14332-F1-model_v4,FZD2,Q14332,Membrane;Cell membrane,c,receptor
AF-Q14344-F1-model_v4,GNA13,Q14344,Cell membrane;Melanosome;Cytoplasm;Nucleus,u,receptor
AF-Q14392-F1-model_v4,LRRC32,Q14392,Cell membrane;Cell surface,u,receptor
AF-Q14393-F1-model_v4,GAS6,Q14393,Secreted,c,ligand
AF-Q14406-F1-model_v4,CSHL1,Q14406,Secreted,c,ligand
AF-Q14416-F1-model_v4,GRM2,Q14416,"Cell membrane;Synapse;Cell projection, dendrite",u,receptor
AF-Q14432-F1-model_v4,PDE3A,Q14432,"Membrane;Cytoplasm, cytosol",u,receptor
AF-Q14439-F1-model_v4,GPR176,Q14439,Cell membrane,u,receptor
AF-Q14444-F1-model_v4,CAPRIN1,Q14444,"Cytoplasm, cytosol;Cell projection, dendrite;Cell projection, lamellipodium",u,receptor
AF-Q14451-F1-model_v4,GRB7,Q14451,"Cytoplasm;Cell junction, focal adhesion;Cell membrane;Cytoplasmic granule;Cell projection",u,receptor
AF-Q14500-F1-model_v4,KCNJ12,Q14500,Membrane;Cell membrane,u,receptor
AF-Q14507-F1-model_v4,EDDM3A,Q14507,Secreted,u,ligand
AF-Q14508-F1-model_v4,WFDC2,Q14508,Secreted,u,ligand
AF-Q14511-F1-model_v4,NEDD9,Q14511,"Cytoplasm, cell cortex;Nucleus;Golgi apparatus;Cell projection, lamellipodium;Cytoplasm;Cell junction, focal adhesion;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, spindle pole;Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body;Basolateral cell membrane;Cytoplasm, cytoskeleton, spindle",u,receptor
AF-Q14512-F1-model_v4,FGFBP1,Q14512,"Secreted, extracellular space;Cell membrane",u,ligand
AF-Q14515-F1-model_v4,SPARCL1,Q14515,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q14517-F1-model_v4,FAT1,Q14517,Cell membrane;Nucleus,u,receptor
AF-Q14520-F1-model_v4,HABP2,Q14520,Secreted,u,ligand
AF-Q14524-F1-model_v4,SCN5A,Q14524,"Cell membrane;Cytoplasm, perinuclear region;Cell membrane, sarcolemma, T-tubule",c,receptor
AF-Q14542-F1-model_v4,SLC29A2,Q14542,Basolateral cell membrane;Nucleus membrane,u,receptor
AF-Q14563-F1-model_v4,SEMA3A,Q14563,Secreted,c,ligand
AF-Q14574-F1-model_v4,DSC3,Q14574,"Cell membrane;Cell junction, desmosome",c,ligand
AF-Q14623-F1-model_v4,IHH,Q14623,Cell membrane;Endoplasmic reticulum membrane;Golgi apparatus membrane;Secreted,c,ligand
AF-Q14624-F1-model_v4,ITIH4,Q14624,Secreted,u,ligand
AF-Q14626-F1-model_v4,IL11RA,Q14626,Membrane;Secreted;Secreted,c,receptor
AF-Q14627-F1-model_v4,IL13RA2,Q14627,Membrane,c,receptor
AF-Q14641-F1-model_v4,INSL4,Q14641,Secreted,u,ligand
AF-Q14642-F1-model_v4,INPP5A,Q14642,"Cell membrane;Cell projection, dendrite",u,receptor
AF-Q14644-F1-model_v4,RASA3,Q14644,Cell membrane,u,receptor
AF-Q14654-F1-model_v4,KCNJ11,Q14654,Membrane,u,receptor
AF-Q14656-F1-model_v4,TMEM187,Q14656,Membrane,u,receptor
AF-Q14667-F1-model_v4,KIAA0100,Q14667,Secreted,u,ligand
AF-Q14677-F1-model_v4,CLINT1,Q14677,"Cytoplasm;Cytoplasm, perinuclear region;Membrane;Cytoplasmic vesicle, clathrin-coated vesicle",u,receptor
AF-Q14678-F1-model_v4,KANK1,Q14678,"Cell projection, ruffle membrane;Cytoplasm;Nucleus;Cytoplasm;Nucleus;Cytoplasm;Nucleus",u,receptor
AF-Q14679-F1-model_v4,TTLL4,Q14679,"Cytoplasm;Cell projection, cilium;Cytoplasm, cytoskeleton, cilium basal body",u,receptor
AF-Q14680-F1-model_v4,MELK,Q14680,Cell membrane,u,receptor
AF-Q14689-F1-model_v4,DIP2A,Q14689,"Cell membrane;Mitochondrion;Cell projection, dendritic spine",u,receptor
AF-Q14699-F1-model_v4,RFTN1,Q14699,Cell membrane;Cytoplasm;Membrane raft;Endosome;Early endosome,u,receptor
AF-Q14714-F1-model_v4,SSPN,Q14714,"Cell membrane;Cell membrane, sarcolemma;Postsynaptic cell membrane",u,receptor
AF-Q14721-F1-model_v4,KCNB1,Q14721,"Cell membrane;Perikaryon;Cell projection, axon;Cell projection, dendrite;Membrane;Postsynaptic cell membrane;Synapse;Synapse, synaptosome;Lateral cell membrane;Cell membrane, sarcolemma",u,receptor
AF-Q14722-F1-model_v4,KCNAB1,Q14722,Cytoplasm;Membrane;Cell membrane,u,receptor
AF-Q14761-F1-model_v4,PTPRCAP,Q14761,Membrane,u,receptor
AF-Q14766-F1-model_v4,LTBP1,Q14766,"Secreted;Secreted, extracellular space, extracellular matrix",c,ligand
AF-Q14767-F1-model_v4,LTBP2,Q14767,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q14773-F1-model_v4,ICAM4,Q14773,Cell membrane;Secreted;Cell membrane,c,ligand
AF-Q147U7-F1-model_v4,SMCO1,Q147U7,Membrane,u,receptor
AF-Q14802-F1-model_v4,FXYD3,Q14802,Cell membrane,u,receptor
AF-Q14831-F1-model_v4,GRM7,Q14831,Cell membrane,c,receptor
AF-Q14832-F1-model_v4,GRM3,Q14832,Cell membrane,c,receptor
AF-Q14833-F1-model_v4,GRM4,Q14833,Cell membrane,c,receptor
AF-Q14916-F1-model_v4,SLC17A1,Q14916,Apical cell membrane,u,receptor
AF-Q14940-F1-model_v4,SLC9A5,Q14940,Membrane,u,receptor
AF-Q14943-F1-model_v4,KIR3DS1,Q14943,Cell membrane,u,receptor
AF-Q14952-F1-model_v4,KIR2DS3,Q14952,Cell membrane,u,receptor
AF-Q14953-F1-model_v4,KIR2DS5,Q14953,Cell membrane,u,receptor
AF-Q14954-F1-model_v4,KIR2DS1,Q14954,Cell membrane,u,receptor
AF-Q14956-F1-model_v4,GPNMB,Q14956,Cell membrane;Melanosome membrane;Early endosome membrane,c,receptor
AF-Q14957-F1-model_v4,GRIN2C,Q14957,Cell membrane;Postsynaptic cell membrane,c,receptor
AF-Q14964-F1-model_v4,RAB39A,Q14964,"Cell membrane;Cytoplasmic vesicle, phagosome;Cytoplasmic vesicle, phagosome membrane;Lysosome",u,receptor
AF-Q14973-F1-model_v4,SLC10A1,Q14973,Cell membrane,u,receptor
AF-Q14980-F1-model_v4,NUMA1,Q14980,"Nucleus;Nucleus, nucleoplasm;Nucleus matrix;Chromosome;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle pole;Cytoplasm, cell cortex;Cell membrane;Lateral cell membrane;Cytoplasm, cytosol;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle pole;Cytoplasm, cytosol;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;Cytoplasm, cytoskeleton, spindle pole",u,receptor
AF-Q14982-F1-model_v4,OPCML,Q14982,Cell membrane,u,receptor
AF-Q14993-F1-model_v4,COL19A1,Q14993,"Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q14BN4-F1-model_v4,SLMAP,Q14BN4,"Cell membrane, sarcolemma;Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",u,receptor
AF-Q14C86-F1-model_v4,GAPVD1,Q14C86,Membrane;Endosome,u,receptor
AF-Q14C87-F1-model_v4,TMEM132D,Q14C87,Membrane,u,receptor
AF-Q14CM0-F1-model_v4,FRMPD4,Q14CM0,"Cell projection, dendritic spine",u,receptor
AF-Q14CN2-F1-model_v4,CLCA4,Q14CN2,Cell membrane;Apical cell membrane;Secreted,u,ligand
AF-Q14CX5-F1-model_v4,MFSD13A,Q14CX5,Membrane,u,receptor
AF-Q14CZ8-F1-model_v4,HEPACAM,Q14CZ8,Cytoplasm;Membrane,u,receptor
AF-Q14D04-F1-model_v4,VEPH1,Q14D04,Cell membrane,u,receptor
AF-Q14D33-F1-model_v4,RTP5,Q14D33,Membrane,u,receptor
AF-Q14DG7-F1-model_v4,TMEM132B,Q14DG7,Membrane,u,receptor
AF-Q15019-F1-model_v4,SEPTIN2,Q15019,"Cytoplasm;Cytoplasm, cytoskeleton;Cytoplasm, cytoskeleton, spindle;Chromosome, centromere, kinetochore;Cleavage furrow;Midbody;Cytoplasm, cell cortex;Cell projection, cilium membrane;Cell projection, cilium, flagellum",u,receptor
AF-Q15035-F1-model_v4,TRAM2,Q15035,Membrane,u,receptor
AF-Q15040-F1-model_v4,JOSD1,Q15040,Cell membrane;Cytoplasm,u,receptor
AF-Q15043-F1-model_v4,SLC39A14,Q15043,Cell membrane;Apical cell membrane;Basolateral cell membrane;Early endosome membrane;Late endosome membrane;Lysosome membrane,u,receptor
AF-Q15046-F1-model_v4,KARS1,Q15046,"Cytoplasm, cytosol;Cytoplasm;Nucleus;Cell membrane;Secreted;Mitochondrion",u,ligand
AF-Q15049-F1-model_v4,MLC1,Q15049,"Membrane;Cell membrane;Cytoplasm, perinuclear region;Endoplasmic reticulum",u,receptor
AF-Q15052-F1-model_v4,ARHGEF6,Q15052,"Cell projection, lamellipodium",u,receptor
AF-Q15053-F1-model_v4,KIAA0040,Q15053,Membrane,u,receptor
AF-Q15063-F1-model_v4,POSTN,Q15063,"Golgi apparatus;Secreted;Secreted, extracellular space, extracellular matrix",u,ligand
AF-Q15077-F1-model_v4,P2RY6,Q15077,Cell membrane,u,receptor
AF-Q15078-F1-model_v4,CDK5R1,Q15078,"Cell membrane;Cell projection, neuron projection;Nucleus;Cytoplasm, perinuclear region;Perikaryon",u,receptor
AF-Q15080-F1-model_v4,NCF4,Q15080,"Cytoplasm, cytosol;Endosome membrane;Membrane",u,receptor
AF-Q15084-F1-model_v4,PDIA6,Q15084,Endoplasmic reticulum lumen;Cell membrane;Melanosome,u,receptor
AF-Q15109-F1-model_v4,AGER,Q15109,Cell membrane;Secreted;Cell membrane,c,receptor
AF-Q15113-F1-model_v4,PCOLCE,Q15113,Secreted,u,ligand
AF-Q15116-F1-model_v4,PDCD1,Q15116,Cell membrane,c,receptor
AF-Q15124-F1-model_v4,PGM5,Q15124,"Cell junction, adherens junction;Cytoplasm, cytoskeleton;Cell membrane, sarcolemma",u,receptor
AF-Q15139-F1-model_v4,PRKD1,Q15139,"Cytoplasm;Cell membrane;Golgi apparatus, trans-Golgi network",u,receptor
AF-Q15165-F1-model_v4,PON2,Q15165,Membrane,c,ligand
AF-Q15166-F1-model_v4,PON3,Q15166,"Secreted, extracellular space",u,ligand
AF-Q15195-F1-model_v4,PLGLA,Q15195,Secreted,u,ligand
AF-Q15198-F1-model_v4,PDGFRL,Q15198,Secreted,u,ligand
AF-Q15223-F1-model_v4,NECTIN1,Q15223,Cell membrane;Presynaptic cell membrane;Cell membrane;Secreted,c,receptor
AF-Q15238-F1-model_v4,PSG5,Q15238,Secreted,u,ligand
AF-Q15256-F1-model_v4,PTPRR,Q15256,"Cell membrane;Cytoplasm, perinuclear region;Cytoplasm, perinuclear region",u,receptor
AF-Q15262-F1-model_v4,PTPRK,Q15262,"Cell junction, adherens junction;Cell membrane",c,receptor
AF-Q15286-F1-model_v4,RAB35,Q15286,"Cell membrane;Membrane, clathrin-coated pit;Cytoplasmic vesicle, clathrin-coated vesicle;Endosome;Melanosome",u,receptor
AF-Q15303-F1-model_v4,ERBB4,Q15303,Cell membrane;Nucleus;Mitochondrion,c,receptor
AF-Q15311-F1-model_v4,RALBP1,Q15311,"Cell membrane;Cytoplasm, cytosol;Cytoplasm, cytoskeleton, spindle pole;Nucleus;Mitochondrion",u,receptor
AF-Q15334-F1-model_v4,LLGL1,Q15334,"Early endosome membrane;Golgi apparatus, trans-Golgi network membrane;Golgi apparatus membrane;Cell projection, axon;Cytoplasm, cytoskeleton",u,receptor
AF-Q15375-F1-model_v4,EPHA7,Q15375,Cell membrane,c,receptor
AF-Q15389-F1-model_v4,ANGPT1,Q15389,Secreted,c,ligand
AF-Q15391-F1-model_v4,P2RY14,Q15391,Cell membrane,u,receptor
AF-Q15399-F1-model_v4,TLR1,Q15399,"Cell membrane;Cytoplasmic vesicle, phagosome membrane;Membrane raft;Golgi apparatus",c,receptor
AF-Q15413-F1-model_v4,RYR3,Q15413,Sarcoplasmic reticulum membrane;Membrane;Microsome membrane;Sarcoplasmic reticulum,u,receptor
AF-Q15438-F1-model_v4,CYTH1,Q15438,"Cell membrane;Cytoplasm, cytosol;Cell junction, tight junction;Cell junction, adherens junction",u,receptor
